billing_date,client_id,client_name,region,contract_type,consumption_kwh,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage
2024-11-01,4774,Boyer-Terry,Oeste,Residencial,8874,1830.32,0.14,1242.36,29
2024-05-26,4775,"Robbins, Conway and Watson",Sur,Residencial,7787,1065.75,0.18,1401.66,24
2024-08-10,4776,Mclaughlin-Rodriguez,Este,Comercial,8396,236.08,0.17,1427.3200000000002,44
2024-10-13,4777,Allen-Smith,Oeste,Residencial,8288,403.89,0.11,911.68,46
2024-10-21,4778,Braun Ltd,Este,Comercial,435,541.57,0.17,73.95,3
2024-06-01,4779,"Smith, Thompson and Lee",Centro,Comercial,852,526.23,0.22,187.44,80
2024-07-14,4780,"Knapp, Reeves and Robinson",Norte,Residencial,3010,1085.15,0.2,602.0,37
2024-01-01,4781,Mata LLC,Este,Comercial,9490,715.85,0.2,1898.0,69
2024-06-18,4782,"Pacheco, Young and Vargas",Centro,Residencial,9888,1536.92,0.2,1977.6,75
2024-05-13,4783,"Long, Sanders and Rodriguez",Oeste,Comercial,9677,69.01,0.15,1451.55,75
2024-04-28,4784,Campbell Ltd,Norte,Residencial,7539,166.66,0.22,1658.58,92
2024-01-11,4785,"Torres, Clark and Mckinney",Oeste,Comercial,8192,1672.75,0.18,1474.56,43
2024-01-19,4786,"Ortiz, Owen and Lewis",Centro,Residencial,6520,731.51,0.22,1434.4,38
2024-01-30,4787,Foster and Sons,Este,Residencial,9113,1262.53,0.1,911.3,78
2024-08-20,4788,Valenzuela LLC,Centro,Comercial,196,752.13,0.24,47.04,20
2024-07-05,4789,"Mccoy, Benitez and Jones",Norte,Residencial,8514,1595.49,0.11,936.54,29
2024-06-04,4790,Leon Ltd,Sur,Residencial,7942,1496.31,0.25,1985.5,53
2024-09-08,4791,"Davis, Howard and Villanueva",Este,Residencial,415,543.34,0.23,95.45,89
2024-04-29,4792,"Taylor, Dean and Smith",Sur,Comercial,1195,1569.41,0.23,274.85,87
2024-04-29,4793,Hull-Cardenas,Oeste,Residencial,6547,1961.09,0.14,916.58,89
2024-07-07,4794,Martinez-Sanchez,Centro,Residencial,115,675.08,0.1,11.5,15
2024-08-24,4795,Downs-Robinson,Sur,Comercial,2993,728.76,0.16,478.88,80
2024-10-19,4796,"Myers, Butler and Martinez",Oeste,Comercial,4810,363.58,0.16,769.6,65
2024-10-06,4797,Thompson Group,Oeste,Comercial,3791,1701.34,0.19,720.29,40
2024-06-29,4798,Wright LLC,Centro,Residencial,7182,1206.87,0.2,1436.4,3
2024-04-18,4799,Lee LLC,Norte,Comercial,2056,1432.63,0.15,308.4,3
2024-01-12,4800,"Silva, Stone and Combs",Centro,Residencial,2777,1549.0,0.24,666.48,4
2024-04-20,4801,"Brown, Gonzalez and Garcia",Norte,Comercial,3433,870.27,0.18,617.9399999999999,18
2024-09-01,4802,Gentry Group,Este,Residencial,1674,1606.57,0.11,184.14,10
2024-07-03,4803,"Howard, Odonnell and Stewart",Este,Residencial,337,588.79,0.2,67.4,19
2024-08-11,4804,Boyle-White,Este,Comercial,999,1692.68,0.17,169.83,7
2024-10-26,4805,"Rhodes, Aguirre and Kerr",Centro,Comercial,6409,449.28,0.18,1153.62,33
2024-06-13,4806,"Harrington, Edwards and Hoffman",Sur,Comercial,9446,799.04,0.12,1133.52,67
2024-10-21,4807,"Ball, Bailey and Brown",Centro,Comercial,5993,423.7,0.15,898.9499999999999,42
2024-05-26,4808,Garcia Ltd,Este,Comercial,2166,1444.64,0.22,476.52,83
2024-01-25,4809,"Sanchez, Moore and Stewart",Centro,Comercial,3645,108.7,0.16,583.2,12
2024-02-16,4810,"Cooper, West and Valencia",Este,Comercial,2684,1334.21,0.14,375.7600000000001,95
2024-06-07,4811,Cole Inc,Norte,Comercial,629,1870.51,0.13,81.77,11
2024-05-17,4812,"Flores, Jones and Schmidt",Este,Comercial,6137,101.56,0.2,1227.4,98
2024-05-01,4813,Novak-Richardson,Este,Residencial,5832,1391.1,0.12,699.8399999999999,57
2024-05-27,4814,Wilson Inc,Oeste,Residencial,3158,451.51,0.17,536.86,93
2024-10-07,4815,Brown-Garcia,Norte,Comercial,9463,1139.11,0.14,1324.8200000000002,70
2024-03-20,4816,"Benitez, Morales and Johnston",Norte,Comercial,5477,432.69,0.16,876.32,30
2024-04-16,4817,"Ritter, Fox and Patel",Oeste,Residencial,9777,1437.2,0.24,2346.48,30
2024-08-15,4818,"Gonzalez, Caldwell and Calderon",Norte,Comercial,3604,604.32,0.11,396.44,10
2024-06-10,4819,"Christensen, Collins and Hall",Norte,Comercial,7130,311.78,0.22,1568.6,32
2024-01-18,4820,Higgins-Johnson,Oeste,Comercial,8230,951.31,0.18,1481.4,72
2024-04-09,4821,Rogers-Cook,Centro,Comercial,5322,1395.52,0.24,1277.28,94
2024-01-28,4822,Cuevas-Olson,Norte,Residencial,909,1070.14,0.17,154.53,63
2024-03-31,4823,Lara LLC,Sur,Comercial,5572,1029.26,0.24,1337.28,59
2024-03-12,4824,James-Bell,Norte,Comercial,345,673.85,0.13,44.85,81
2024-02-22,4825,"Alexander, Gregory and Anderson",Sur,Comercial,343,298.3,0.24,82.32,49
2024-05-09,4826,Evans-Rodriguez,Centro,Residencial,3825,941.8,0.18,688.5,61
2024-05-25,4827,Ward Ltd,Sur,Comercial,228,1182.47,0.18,41.04,14
2024-06-12,4828,"Green, Cochran and Sanchez",Este,Residencial,7921,191.83,0.23,1821.83,67
2024-10-18,4829,Stevenson Inc,Este,Residencial,6516,820.38,0.1,651.6,1
2024-06-19,4830,Williams PLC,Oeste,Residencial,6168,468.63,0.16,986.88,17
2024-10-30,4831,"Johnson, Webb and Harris",Oeste,Comercial,5699,1432.49,0.21,1196.79,8
2024-05-21,4832,Mcknight-Gordon,Este,Residencial,2165,326.94,0.24,519.6,20
2024-06-06,4833,Johnson Inc,Norte,Residencial,3352,103.11,0.11,368.72,22
2024-08-22,4834,Vega Ltd,Norte,Residencial,3350,1638.0,0.14,469.00000000000006,47
2024-02-08,4835,"Guerrero, Pruitt and Salinas",Este,Comercial,9030,1811.63,0.24,2167.2,21
2024-03-16,4836,"Compton, Costa and Sanders",Norte,Comercial,9111,449.85,0.2,1822.2,72
2024-03-14,4837,Jones-King,Este,Residencial,2006,229.82,0.14,280.84000000000003,82
2024-10-25,4838,Stein PLC,Este,Residencial,394,805.75,0.15,59.1,87
2024-02-20,4839,Morris-Johnson,Oeste,Comercial,798,1111.45,0.1,79.80000000000001,84
2024-08-23,4840,"Dominguez, Wolfe and Booth",Centro,Comercial,4096,303.33,0.22,901.12,41
2024-06-11,4841,Edwards and Sons,Sur,Residencial,9784,1682.93,0.22,2152.48,24
2024-09-21,4842,Martin and Sons,Centro,Residencial,2758,334.75,0.12,330.96,59
2024-09-15,4843,Martinez-Wallace,Centro,Comercial,2179,1922.96,0.12,261.48,42
2024-08-11,4844,Young Ltd,Oeste,Comercial,9400,1544.39,0.13,1222.0,50
2024-03-22,4845,Clark LLC,Sur,Comercial,3108,446.58,0.11,341.88,1
2024-04-09,4846,Butler Ltd,Centro,Comercial,2948,1210.45,0.14,412.72,32
2024-05-31,4847,"Davidson, Owens and Church",Sur,Comercial,7413,1237.44,0.23,1704.99,59
2024-06-15,4848,"Lopez, Myers and Henson",Sur,Residencial,7622,951.39,0.13,990.86,51
2024-09-29,4849,Hurst-Kennedy,Este,Comercial,5452,1058.42,0.14,763.2800000000001,55
2024-09-11,4850,Alvarez Group,Norte,Comercial,6462,1309.9,0.12,775.4399999999999,51
2024-05-13,4851,"Villanueva, Lee and Ruiz",Este,Comercial,3657,425.48,0.22,804.54,45
2024-01-22,4852,Lara-Glenn,Sur,Comercial,7488,246.47,0.12,898.56,39
2024-01-17,4853,"Schmidt, Martinez and Schroeder",Oeste,Residencial,9109,117.12,0.15,1366.35,37
2024-01-18,4854,Guzman-Ellis,Este,Comercial,1572,760.76,0.18,282.96,58
2024-11-06,4855,Harris-Barton,Sur,Residencial,6376,1964.22,0.18,1147.68,8
2024-03-23,4856,"May, Keller and Clark",Centro,Comercial,7328,1538.29,0.23,1685.44,61
2024-01-18,4857,Dunn Group,Sur,Residencial,2263,413.05,0.13,294.19,22
2024-10-01,4858,Leonard PLC,Oeste,Residencial,8240,642.31,0.15,1236.0,81
2024-11-06,4859,"Ellis, Smith and Smith",Oeste,Residencial,3779,1719.97,0.24,906.96,10
2024-04-03,4860,"Snyder, Anderson and Murphy",Centro,Residencial,6432,861.06,0.15,964.8,68
2024-08-04,4861,Harvey-Smith,Este,Comercial,2928,484.5,0.17,497.7600000000001,51
2024-02-01,4862,Austin-Schneider,Este,Residencial,1601,420.69,0.18,288.18,89
2024-03-25,4863,Ray-Martin,Norte,Residencial,1759,842.08,0.22,386.98,65
2024-10-18,4864,"Lawrence, Cervantes and Jones",Centro,Residencial,5116,434.06,0.2,1023.2,70
2024-05-08,4865,Vasquez-Wilson,Este,Residencial,3201,1120.6,0.19,608.19,32
2024-03-20,4866,Bright-Figueroa,Norte,Residencial,2106,249.05,0.21,442.26,79
2024-01-20,4867,Fletcher-Rhodes,Oeste,Comercial,6016,981.57,0.22,1323.52,50
2024-08-01,4868,Hancock and Sons,Norte,Residencial,750,1172.26,0.21,157.5,95
2024-07-03,4869,"Wilson, Smith and Newman",Centro,Comercial,7504,415.13,0.1,750.4000000000001,77
2024-01-11,4870,Kelly-Wallace,Oeste,Comercial,811,1972.53,0.18,145.98,53
2024-09-10,4871,Barron Group,Centro,Comercial,5766,961.17,0.11,634.26,59
2024-01-11,4872,Turner PLC,Oeste,Residencial,1986,895.2,0.21,417.06,55
2024-09-14,4873,"Reyes, Ortega and Ruiz",Norte,Comercial,7789,1016.31,0.12,934.68,44
2024-03-15,4874,Martinez-Cross,Centro,Comercial,300,1086.57,0.22,66.0,68
2024-04-15,4875,Oconnor-Johnson,Sur,Residencial,9481,1737.9,0.12,1137.72,1
2024-01-14,4876,"Ross, Lin and Peters",Este,Comercial,5566,1812.93,0.25,1391.5,78
2024-08-15,4877,"Phillips, Moore and Sullivan",Este,Residencial,2191,821.92,0.16,350.56,86
2024-02-20,4878,Burns PLC,Centro,Residencial,2512,953.58,0.19,477.28,52
2024-06-21,4879,"Weber, Hebert and Johnson",Centro,Residencial,2222,1416.38,0.14,311.08000000000004,83
2024-03-21,4880,Richardson Inc,Centro,Residencial,7824,804.64,0.24,1877.76,39
2024-10-31,4881,Gibson-Owens,Centro,Comercial,9489,551.04,0.19,1802.91,1
2024-02-02,4882,"Bennett, Jones and Swanson",Centro,Residencial,3277,813.96,0.21,688.17,21
2024-09-12,4883,Smith-Leonard,Oeste,Comercial,3752,343.35,0.19,712.88,47
2024-04-17,4884,Peterson-Johnson,Norte,Comercial,5581,828.32,0.11,613.91,98
2024-08-01,4885,Rogers-Ramirez,Oeste,Residencial,8367,817.89,0.12,1004.04,63
2024-04-20,4886,Morris-Jackson,Norte,Comercial,3038,1941.12,0.15,455.7,21
2024-05-03,4887,Mcneil Group,Este,Residencial,1441,733.73,0.21,302.61,84
2024-03-20,4888,"Green, Murray and Mcbride",Norte,Residencial,4113,1297.44,0.19,781.47,69
2024-10-25,4889,Graham-Gonzalez,Sur,Residencial,6655,981.21,0.21,1397.55,6
2024-08-27,4890,Mitchell LLC,Este,Comercial,5099,1984.16,0.25,1274.75,49
2024-04-02,4891,"Jones, Bell and Jones",Este,Residencial,6846,557.32,0.16,1095.36,30
2024-09-25,4892,Holder-Williams,Centro,Comercial,8076,1703.14,0.19,1534.44,90
2024-04-29,4893,"Phelps, Williams and Smith",Centro,Comercial,1598,857.41,0.23,367.54,16
2024-10-24,4894,White-Bryant,Norte,Comercial,5989,851.14,0.24,1437.36,93
2024-04-08,4895,"Dixon, Harrison and Brooks",Este,Comercial,1348,575.88,0.18,242.64,97
2024-05-19,4896,Green-Salas,Centro,Residencial,6685,1890.64,0.14,935.9,45
2024-05-09,4897,"Lewis, Hodge and Proctor",Este,Residencial,1511,1930.41,0.22,332.42,2
2024-02-11,4898,"Cain, Perez and Whitney",Norte,Comercial,6195,1261.08,0.12,743.4,63
2024-06-20,4899,Coffey-Kim,Centro,Comercial,7365,1119.82,0.2,1473.0,39
2024-03-09,4900,"Hunter, Rivera and Singleton",Norte,Residencial,2123,1183.24,0.21,445.83,73
2024-09-24,4901,"Alexander, Hutchinson and Miller",Norte,Residencial,4341,967.8,0.16,694.5600000000001,18
2024-04-24,4902,Larson-Anderson,Este,Comercial,574,402.76,0.25,143.5,8
2024-07-16,4903,Tate-Smith,Oeste,Residencial,1753,1972.29,0.14,245.42,62
2024-06-07,4904,Mills and Sons,Sur,Comercial,6681,877.6,0.23,1536.63,70
2024-04-23,4905,Wolf Group,Oeste,Comercial,840,1938.25,0.15,126.0,53
2024-05-09,4906,Ali PLC,Este,Residencial,4581,448.72,0.21,962.01,49
2024-07-02,4907,Clarke-Richardson,Norte,Comercial,7646,386.51,0.21,1605.66,31
2024-04-01,4908,Erickson Inc,Oeste,Residencial,9870,352.31,0.22,2171.4,71
2024-03-28,4909,Ramirez-Washington,Oeste,Residencial,7419,905.9,0.19,1409.61,86
2024-10-29,4910,"Cordova, Johnson and Harrison",Norte,Comercial,408,1224.46,0.11,44.88,2
2024-07-23,4911,"Blanchard, Ross and Pena",Este,Comercial,9354,53.47,0.15,1403.1,33
2024-11-03,4912,Acosta-Davis,Oeste,Comercial,140,805.02,0.16,22.4,40
2024-03-06,4913,Pacheco-Clarke,Sur,Residencial,5395,1887.93,0.11,593.45,39
2024-04-10,4914,"Browning, Miller and Shaw",Oeste,Comercial,176,1449.23,0.1,17.6,87
2024-01-02,4915,Smith-Wilson,Oeste,Comercial,4344,1693.45,0.21,912.24,58
2024-06-23,4916,"Ross, Wright and Pierce",Sur,Residencial,8433,637.18,0.18,1517.94,24
2024-03-03,4917,"Clements, Brock and Walters",Este,Comercial,3043,787.72,0.17,517.3100000000001,75
2024-06-17,4918,Hanson PLC,Centro,Residencial,3637,1601.01,0.12,436.44,83
2024-10-04,4919,Robinson and Sons,Oeste,Residencial,3091,1315.02,0.18,556.38,76
2024-09-07,4920,Murphy-Olsen,Sur,Comercial,5667,895.08,0.22,1246.74,30
2024-10-03,4921,Randolph and Sons,Sur,Comercial,6754,550.02,0.13,878.02,76
2024-04-17,4922,"Carter, Castro and Rogers",Sur,Residencial,9201,1948.58,0.15,1380.15,26
2024-09-02,4923,Mckinney-Hampton,Sur,Residencial,2582,1859.1,0.2,516.4,71
2024-08-19,4924,"Mason, Garcia and Hoffman",Sur,Comercial,3143,929.82,0.14,440.02,53
2024-07-10,4925,White-Taylor,Centro,Comercial,9849,440.44,0.18,1772.82,68
2024-07-03,4926,"Wilkinson, Campos and Henderson",Centro,Residencial,5810,448.13,0.21,1220.1,13
2024-04-04,4927,"Henderson, Green and Mason",Norte,Comercial,3787,856.23,0.12,454.44,42
2024-05-19,4928,Williams PLC,Norte,Residencial,9277,1794.22,0.18,1669.86,24
2024-09-05,4929,"Snyder, Gibson and Mullen",Sur,Residencial,3903,580.59,0.21,819.63,18
2024-05-04,4930,Roberts-Williams,Este,Comercial,817,1017.52,0.16,130.72,13
2024-07-26,4931,"Taylor, Ross and Smith",Este,Residencial,9168,363.31,0.18,1650.24,2
2024-09-09,4932,"Daniels, Hodge and Ramirez",Norte,Residencial,5239,1350.23,0.2,1047.8,38
2024-04-29,4933,"Sims, Blake and Cantrell",Norte,Residencial,2688,1590.89,0.19,510.72,92
2024-08-27,4934,Leonard-Davis,Centro,Comercial,9806,521.11,0.21,2059.26,41
2024-09-18,4935,Hunt Ltd,Centro,Comercial,3912,54.47,0.11,430.32,2
2024-03-02,4936,"Cummings, Collins and Sims",Sur,Comercial,9226,1801.32,0.21,1937.46,50
2024-06-02,4937,"Hawkins, Williams and Gonzalez",Oeste,Comercial,6187,119.72,0.21,1299.27,96
2024-01-18,4938,Allen Ltd,Norte,Residencial,9504,1343.04,0.2,1900.8,35
2024-02-15,4939,"Burns, Gomez and Harris",Centro,Residencial,4752,380.06,0.14,665.2800000000001,27
2024-05-02,4940,Wagner and Sons,Este,Residencial,8755,1118.73,0.21,1838.55,85
2024-05-24,4941,"Ball, Diaz and Crawford",Este,Comercial,200,1875.85,0.15,30.0,51
2024-05-06,4942,"Chang, Campbell and Cooper",Centro,Residencial,6187,80.87,0.13,804.3100000000001,77
2024-07-27,4943,"Franklin, Cunningham and Johnson",Sur,Residencial,2438,966.0,0.21,511.98,48
2024-05-15,4944,Peters-Holmes,Norte,Residencial,8247,1204.44,0.24,1979.28,62
2024-01-18,4945,Jackson PLC,Sur,Comercial,4638,1292.84,0.19,881.22,53
2024-03-01,4946,Ayers-Howard,Oeste,Comercial,9008,658.02,0.16,1441.28,69
2024-03-26,4947,Miller-Hull,Norte,Residencial,5664,1886.99,0.17,962.88,22
2024-11-04,4948,Reid Ltd,Oeste,Residencial,1196,1236.27,0.18,215.28,85
2024-05-07,4949,Salazar Inc,Norte,Residencial,5821,542.13,0.13,756.73,1
2024-04-03,4950,Owens PLC,Oeste,Comercial,7805,820.67,0.17,1326.85,73
2024-08-29,4951,"Cantrell, Hudson and Stewart",Este,Comercial,6428,1135.24,0.15,964.2,20
2024-08-10,4952,Bishop-Sloan,Centro,Comercial,9765,1260.95,0.15,1464.75,11
2024-10-31,4953,"Bailey, Daniels and Holloway",Sur,Residencial,7062,1223.39,0.13,918.06,97
2024-05-24,4954,Robinson-Wong,Centro,Residencial,1456,1745.78,0.22,320.32,20
2024-01-19,4955,"Holt, Wilson and James",Oeste,Residencial,5919,146.87,0.13,769.47,67
2024-04-30,4956,"Stephens, Thomas and Foster",Sur,Residencial,4298,434.06,0.14,601.72,21
2024-06-25,4957,"Garrison, Clark and Bradshaw",Oeste,Comercial,4413,1093.05,0.1,441.3,27
2024-04-23,4958,Jackson-Armstrong,Norte,Residencial,3453,1333.25,0.16,552.48,92
2024-04-02,4959,Stephenson-Sanders,Este,Comercial,7355,1114.29,0.17,1250.35,97
2024-03-26,4960,"Strong, Butler and Mcconnell",Norte,Comercial,1695,978.0,0.1,169.5,25
2024-10-18,4961,Perry and Sons,Este,Residencial,995,235.23,0.24,238.8,46
2024-01-15,4962,Turner-Todd,Norte,Residencial,487,1280.14,0.14,68.18,2
2024-10-16,4963,Wells-Rivera,Oeste,Residencial,5875,123.11,0.21,1233.75,36
2024-10-10,4964,Hess Inc,Norte,Comercial,6022,1433.26,0.19,1144.18,88
2024-10-19,4965,Garcia Ltd,Sur,Comercial,445,1343.16,0.1,44.5,0
2024-06-30,4966,Thompson LLC,Este,Residencial,6855,241.29,0.18,1233.9,79
2024-08-09,4967,Hernandez-Henderson,Sur,Residencial,3558,1274.66,0.2,711.6,97
2024-05-02,4968,"Graham, Lopez and Moore",Centro,Comercial,502,1626.03,0.24,120.48,86
2024-07-25,4969,Mahoney-Rivera,Centro,Comercial,9075,1824.76,0.16,1452.0,44
2024-06-05,4970,Hester-Pugh,Norte,Residencial,1323,1517.5,0.14,185.22000000000003,13
2024-01-06,4971,Greene-Owens,Oeste,Comercial,2287,814.88,0.13,297.31,65
2024-06-15,4972,Berg Ltd,Sur,Residencial,7865,273.57,0.15,1179.75,76
2024-10-10,4973,Harper Group,Sur,Residencial,9967,302.02,0.17,1694.39,88
2024-06-20,4974,White LLC,Este,Residencial,6169,385.1,0.22,1357.18,78
2024-05-16,4975,Reese-Hines,Sur,Comercial,3235,360.8,0.2,647.0,53
2024-10-18,4976,"Howell, Mercado and Cole",Norte,Residencial,3847,1371.49,0.24,923.28,17
2024-09-01,4977,Hernandez-Hart,Sur,Residencial,2993,260.39,0.16,478.88,5
2024-03-28,4978,"Cantrell, Jones and King",Sur,Comercial,484,1163.8,0.2,96.8,82
2024-08-03,4979,"Hernandez, Armstrong and Hernandez",Sur,Residencial,8432,384.75,0.17,1433.44,40
2024-03-16,4980,"Mcdaniel, Curry and Torres",Oeste,Comercial,308,1429.46,0.13,40.04,87
2024-02-02,4981,Grant Ltd,Centro,Residencial,1360,1772.93,0.16,217.6,99
2024-01-19,4982,Fowler Group,Centro,Residencial,5384,285.65,0.24,1292.16,58
2024-09-13,4983,Stewart-Holmes,Sur,Residencial,4007,1658.22,0.12,480.84,65
2024-08-13,4984,Bennett-Garza,Oeste,Residencial,8798,1646.14,0.16,1407.68,2
2024-07-02,4985,Gonzalez LLC,Norte,Comercial,6739,1291.63,0.18,1213.02,52
2024-06-16,4986,"Anderson, Gordon and Stewart",Norte,Comercial,9937,1748.28,0.17,1689.2900000000002,93
2024-05-14,4987,Lane and Sons,Este,Comercial,5526,908.82,0.12,663.12,4
2024-05-04,4988,"Sanchez, Rowland and Walsh",Este,Residencial,1247,1933.08,0.18,224.46,47
2024-10-16,4989,Knapp-Hernandez,Centro,Comercial,3364,719.65,0.21,706.4399999999999,66
2024-09-16,4990,Marquez-Glover,Centro,Residencial,3478,595.69,0.15,521.6999999999999,12
2024-11-02,4991,Taylor Ltd,Este,Residencial,1017,1410.58,0.1,101.7,75
2024-01-03,4992,Neal-Rojas,Este,Comercial,6003,445.68,0.13,780.39,71
2024-10-18,4993,Anderson and Sons,Oeste,Comercial,4927,1262.16,0.16,788.32,98
2024-03-13,4994,"Brown, Garcia and Moore",Centro,Residencial,3380,623.91,0.14,473.2000000000001,14
2024-08-30,4995,"Patel, Daniel and Gonzales",Sur,Comercial,9609,1034.62,0.24,2306.16,99
2024-09-09,4996,Morris Inc,Norte,Residencial,9502,554.29,0.12,1140.24,14
2024-07-28,4997,Garrett-Gibson,Este,Comercial,595,696.79,0.12,71.39999999999999,38
2024-03-24,4998,Ortiz LLC,Este,Comercial,2790,74.9,0.21,585.9,46
2024-07-28,4999,Johnson Inc,Centro,Comercial,7221,1588.7,0.15,1083.15,31
2024-06-03,5000,"Alexander, Jimenez and Willis",Este,Comercial,7164,449.93,0.24,1719.36,40
2024-09-12,5001,"Thomas, Lee and Thomas",Este,Residencial,6337,1377.7,0.17,1077.2900000000002,59
2024-01-13,5002,Reyes-Johnson,Oeste,Residencial,2431,143.93,0.25,607.75,17
2024-01-09,5003,Lewis-Bell,Centro,Residencial,9266,228.18,0.11,1019.26,13
2024-06-17,5004,Lewis and Sons,Sur,Comercial,744,1472.24,0.25,186.0,80
2024-01-06,5005,Kelly-Kane,Sur,Residencial,9482,1534.47,0.24,2275.68,23
2024-02-21,5006,Wu-Hughes,Este,Residencial,6610,865.4,0.23,1520.3,89
2024-10-02,5007,"Cruz, Guerrero and Palmer",Oeste,Residencial,5591,364.71,0.22,1230.02,51
2024-10-16,5008,Brown-Rivera,Oeste,Comercial,5522,359.93,0.25,1380.5,21
2024-07-21,5009,Clark LLC,Centro,Comercial,7649,1520.76,0.22,1682.78,49
2024-07-17,5010,Thompson PLC,Norte,Residencial,5859,346.35,0.22,1288.98,19
2024-04-27,5011,"Jackson, Mcclure and Hayes",Este,Residencial,7386,358.96,0.24,1772.64,77
2024-06-11,5012,Baker PLC,Este,Residencial,4451,262.6,0.2,890.2,86
2024-04-14,5013,"Woods, Petersen and Smith",Oeste,Residencial,5970,1811.09,0.22,1313.4,2
2024-03-12,5014,Baxter-Powell,Este,Comercial,5257,700.74,0.22,1156.54,63
2024-02-08,5015,Campbell-Hoffman,Centro,Comercial,4824,298.73,0.11,530.64,40
2024-06-05,5016,Davis-Jones,Norte,Residencial,9947,448.08,0.24,2387.28,52
2024-07-09,5017,Rose Group,Sur,Residencial,2394,1911.04,0.18,430.92,21
2024-06-29,5018,"Hudson, Hicks and White",Este,Residencial,6696,215.73,0.19,1272.24,44
2024-02-13,5019,Frazier LLC,Norte,Residencial,7919,515.82,0.21,1662.99,68
2024-07-15,5020,Martin and Sons,Norte,Residencial,8617,659.63,0.17,1464.89,74
2024-07-12,5021,Wilson Inc,Oeste,Comercial,3318,1671.51,0.23,763.14,59
2024-07-31,5022,Jones-Pham,Oeste,Residencial,5509,1823.16,0.1,550.9,87
2024-10-03,5023,"Tanner, Wood and Miller",Centro,Comercial,9638,1344.86,0.19,1831.22,29
2024-02-09,5024,"Chapman, Roberts and Mack",Centro,Comercial,4781,1770.07,0.11,525.91,97
2024-08-26,5025,Thomas Group,Sur,Comercial,1473,756.77,0.24,353.52,30
2024-05-08,5026,Smith PLC,Este,Comercial,4892,1662.36,0.18,880.56,7
2024-09-11,5027,"Torres, Carr and Watkins",Este,Residencial,7454,1794.13,0.21,1565.34,36
2024-04-24,5028,Potts-Barnett,Este,Residencial,5040,574.82,0.16,806.4,84
2024-01-17,5029,"Smith, Stewart and Vaughn",Oeste,Residencial,1903,186.81,0.12,228.36,72
2024-01-04,5030,"King, White and Hill",Oeste,Residencial,5505,1558.73,0.15,825.75,85
2024-06-26,5031,Ryan-Rivera,Sur,Residencial,4372,1562.79,0.2,874.4000000000001,59
2024-03-30,5032,Hunter Inc,Centro,Residencial,6489,815.35,0.12,778.68,7
2024-09-20,5033,Page-Martin,Norte,Residencial,8876,1821.85,0.13,1153.88,34
2024-08-25,5034,"Ayala, Page and Collier",Sur,Residencial,4627,709.84,0.15,694.05,31
2024-05-18,5035,Edwards-Miles,Centro,Comercial,1799,1419.65,0.12,215.88,22
2024-01-28,5036,"Bentley, Mcmillan and Snow",Oeste,Comercial,210,481.09,0.15,31.5,44
2024-08-04,5037,Howell and Sons,Centro,Comercial,4389,331.57,0.15,658.35,31
2024-05-05,5038,"Brown, Kramer and Bailey",Sur,Comercial,6828,1430.11,0.22,1502.16,62
2024-07-09,5039,Hanson and Sons,Oeste,Residencial,7109,1794.31,0.21,1492.89,40
2024-06-19,5040,Hess-Ellison,Centro,Comercial,781,1009.24,0.25,195.25,92
2024-06-05,5041,"Alvarez, Smith and Brewer",Oeste,Comercial,9065,63.79,0.16,1450.4,14
2024-06-16,5042,Austin-Padilla,Sur,Residencial,2346,93.83,0.12,281.52,80
2024-10-19,5043,"Molina, Hernandez and Collins",Norte,Comercial,7992,630.58,0.16,1278.72,55
2024-07-18,5044,Black Inc,Norte,Comercial,739,970.91,0.1,73.9,45
2024-01-28,5045,Scott-Martinez,Este,Comercial,4022,270.11,0.22,884.84,60
2024-04-05,5046,Ingram and Sons,Este,Residencial,2864,968.91,0.2,572.8000000000001,52
2024-04-18,5047,"Rose, Johnson and Nichols",Este,Residencial,3258,202.87,0.2,651.6,16
2024-09-02,5048,"Rivera, Stone and Scott",Sur,Comercial,1618,1227.79,0.2,323.6,25
2024-07-23,5049,Jackson Ltd,Oeste,Residencial,2872,1178.51,0.17,488.24,71
2024-01-28,5050,Gaines Inc,Norte,Residencial,9162,611.82,0.19,1740.78,63
2024-03-22,5051,Ramos-Watson,Este,Comercial,6440,857.37,0.23,1481.2,21
2024-09-23,5052,Wolfe Inc,Centro,Residencial,5782,1201.42,0.24,1387.6799999999998,40
2024-08-24,5053,"Rodriguez, Harper and Herman",Oeste,Comercial,6539,198.43,0.15,980.85,73
2024-09-01,5054,Keller Group,Centro,Residencial,6958,1287.17,0.13,904.54,20
2024-06-13,5055,"Kennedy, Bradshaw and Taylor",Oeste,Residencial,7955,859.71,0.1,795.5,64
2024-03-22,5056,White-Hartman,Sur,Comercial,6243,363.08,0.11,686.73,98
2024-09-13,5057,Clayton-Miller,Este,Comercial,6851,1357.05,0.1,685.1,30
2024-02-13,5058,Cooley Ltd,Este,Comercial,6273,605.8,0.1,627.3000000000001,23
2024-01-10,5059,Anderson-Campbell,Sur,Comercial,7558,838.27,0.21,1587.1799999999998,25
2024-09-09,5060,Harrell LLC,Este,Comercial,3668,1539.57,0.1,366.8,13
2024-08-12,5061,"Smith, Coleman and Hernandez",Oeste,Residencial,5025,1957.76,0.16,804.0,46
2024-11-05,5062,Lara LLC,Oeste,Comercial,6433,888.64,0.2,1286.6,84
